user_id,goal_name,target_amount,current_savings,deadline
431,Professional despite question,1802.55,1706.95,2026-11-09
432,Green happy,6109.39,779.88,2026-05-10
433,Plan so could election,1652.74,1063.03,2026-07-25
434,Behavior heart,4509.62,3885.51,2026-04-25
435,Accept turn,9834.64,3077.31,2026-11-09
436,House surface official,8664.15,1905.86,2026-06-10
437,Same,5399.82,5095.31,2027-01-19
438,Share cup eat,8374.23,2528.36,2027-03-24
439,While suffer,9856.72,4140.84,2026-06-30
440,Report will political,4099.95,672.68,2026-07-03
441,Coach trip be,7125.81,4983.93,2027-01-25
442,Professor technology glass,6713.06,6518.06,2027-01-26
443,Deal scientist,5216.13,203.87,2026-11-21
444,Her,5735.44,1175.03,2026-07-01
445,Wish,2065.66,150.27,2026-06-06
446,Into real,3010.03,704.52,2026-09-18
447,These forget notice,9334.57,6517.25,2026-04-24
448,Involve year,4112.51,1953.18,2026-11-16
449,Whether,4085.9,819.71,2027-01-25
450,Traditional data,7373.79,2201.84,2026-11-06
451,Attack author citizen,1762.14,745.89,2027-03-05
452,Arrive everyone material,7021.19,4334.1,2026-06-22
453,Claim heart,1984.42,449.86,2026-09-17
454,Become economic contain,4458.02,829.26,2026-09-02
455,Accept heart late,4050.9,2870.23,2026-08-22
456,Call black,9800.83,4885.27,2026-12-21
457,Course experience,3664.55,2018.02,2026-11-13
458,Direction each,7675.58,4713.79,2027-01-14
459,Ever management,9368.53,1213.03,2026-12-26
460,Set table,3772.77,62.65,2027-03-19
461,Off together,6966.89,3523.52,2027-01-19
462,I,3176.59,919.77,2026-05-09
463,Reality,5501.57,4361.01,2026-09-10
464,Full yet since,5378.96,4805.9,2026-04-21
465,Ever local effort,9377.5,1470.05,2026-06-16
466,Theory,2905.1,737.13,2026-10-18
467,Building certainly,7300.42,6158.92,2026-12-14
468,Hot store some,6474.6,3886.41,2026-08-31
469,Decade recently parent,2183.82,1009.87,2026-11-25
470,Name series,4994.86,1168.85,2026-07-24
471,Manage like region,8305.15,1015.47,2026-05-01
472,Picture indicate,3257.91,2486.71,2027-03-16
473,Respond,2739.77,527.39,2026-04-10
474,Stand enough,5113.41,3602.23,2027-01-03
475,Realize region,8637.28,3561.61,2026-11-28
476,Safe sister,5201.79,145.37,2027-01-06
477,Defense trip front,3894.7,2049.1,2026-10-11
478,Necessary role,6246.52,2879.48,2026-09-09
479,Situation success,9848.64,3924.98,2026-08-09
480,Wait far,8566.51,1764.94,2026-07-23
481,Spring drop,7813.32,6000.96,2027-02-17
482,Sing,2601.23,2512.8,2027-03-12
483,Agree,6897.64,3194.16,2026-04-11
484,Black board much,6815.92,1461.55,2026-04-16
485,Interesting thus,6759.55,318.6,2027-01-22
486,Marriage better player,7944.21,5400.55,2027-03-10
487,Enjoy stage,6108.13,5484.32,2027-03-17
488,Win baby future,7548.12,1981.48,2027-03-26
489,Keep must along,9943.51,7620.83,2026-10-26
490,Mother teach staff,3797.03,703.18,2026-06-11
491,Last lead into,9885.55,5473.65,2026-08-15
492,How child accept,1049.25,513.19,2027-03-06
493,Nearly employee,8353.7,7989.88,2026-06-26
494,Cell knowledge,7216.8,4025.09,2026-04-21
495,Yet yet ever,1499.89,268.39,2026-04-01
496,Weight member,5217.64,2522.79,2026-04-15
497,Choose time fill,6810.64,2652.72,2026-05-03
498,Course standard mission,1690.9,521.0,2026-09-09
499,Camera appear character,5927.6,5844.56,2026-12-05
500,Price media,8072.01,4028.4,2027-01-21
501,Purpose eye,4510.33,3449.42,2026-12-30
502,Health miss race,8262.53,2498.1,2026-06-23
503,Involve major,5028.84,96.73,2026-09-17
504,Mind line,2413.22,1736.5,2026-04-24
505,Main manager follow,6661.96,70.84,2026-10-13
506,Member environment,4022.64,1535.61,2026-08-26
507,Not difficult,8937.19,3848.62,2027-02-27
508,Clear and,5551.33,4622.0,2027-01-20
509,Successful when star whatever,7265.72,3301.78,2026-04-03
510,Ten charge term risk,3665.67,488.97,2027-03-16
511,Wind both,1151.08,536.29,2026-07-13
512,Voice view,4150.58,3290.57,2027-02-14
513,Just image them,1259.94,138.52,2026-09-03
514,Soon parent smile,2563.8,1788.4,2026-04-03
515,Yourself prepare,2588.23,1621.43,2027-03-08
516,Control notice agree,2850.29,1000.8,2027-03-21
517,Civil out,2716.64,2629.96,2026-10-22
518,Senior look,3876.81,1092.99,2026-11-17
519,Decade happy,3282.61,3001.61,2026-12-16
520,Talk hot mean,9151.99,6078.13,2026-09-20
521,Measure sing change,8437.02,1378.12,2027-01-17
522,Focus turn,5720.08,554.61,2027-01-15
523,Me decision official,4296.13,3389.63,2026-09-25
524,Seem yourself only,3330.03,1570.85,2026-09-26
525,Hot firm,2277.34,215.26,2026-11-20
526,Around still oil,4949.84,4270.47,2026-11-05
527,Reason few,8564.22,1395.5,2026-07-19
528,Audience drug without,8504.15,6406.89,2026-06-12
529,Spring this thus how,7525.57,4087.07,2027-01-15
530,Believe,8009.78,2062.63,2027-02-18
531,Pretty many arrive,3634.39,3581.96,2026-10-18
532,Indeed,6004.16,664.95,2026-06-22
533,Military pattern instead,3812.33,506.62,2026-11-14
534,Stay window understand,2762.07,2293.28,2026-07-22
535,Remain billion figure,2905.74,2037.07,2026-05-06
536,Specific western,6654.1,1048.32,2026-07-04
537,Whose hot east,5127.37,4994.12,2026-05-08
538,Model cost little,7965.2,2961.48,2026-11-08
539,Speak resource the,9260.06,8722.29,2026-06-29
540,Two development drug,5949.01,5091.93,2027-01-31
541,Us simple,3111.91,1872.67,2026-10-14
542,But another state,2794.96,968.37,2026-09-02
543,Produce address rise,4515.13,436.15,2026-10-08
544,Wonder likely president,9894.35,3012.43,2026-11-15
545,Group one,4497.7,3582.45,2026-04-26
546,Them whatever,1538.8,774.63,2026-09-10
547,Future part even,9031.81,7113.22,2026-10-31
548,Door remain,3158.37,1478.12,2026-07-08
549,Law hospital,2767.08,31.67,2026-09-22
550,Prevent grow thus,5351.03,3300.97,2026-07-07
551,Forward enjoy attorney,5362.71,5059.77,2026-11-18
552,Better gas agency,6138.01,2503.87,2026-05-12
553,Population door,4012.62,3457.89,2026-04-24
554,Pass at,2469.71,462.88,2026-11-13
555,Check land area able,2508.6,151.83,2026-12-15
556,Treat score factor,2997.77,174.37,2026-12-07
557,Although figure,6109.49,2465.41,2026-08-28
558,Evening do administration,2140.96,1377.88,2027-02-04
559,Participant large vote morning,1749.13,927.57,2026-10-20
560,Figure budget cut,5511.1,4017.69,2026-04-09
561,Deep,8914.02,1514.11,2026-05-30
562,Her million score,1908.81,1472.41,2027-01-29
563,Area low store,1423.11,207.53,2026-12-09
564,Per success,2894.31,474.0,2027-01-07
565,Finally difference institution,7222.16,3204.71,2026-04-05
566,Who community,1930.75,1594.04,2026-11-17
567,Wish including first,8898.27,7000.89,2026-10-05
568,Between near sing,6511.73,241.66,2027-03-19
569,List way list,2222.88,814.51,2026-04-22
570,Clear career,7862.28,5971.46,2026-10-13
571,Short fast,1574.59,1422.04,2027-03-07
572,Nice gas,6444.96,3707.26,2026-08-15
573,Physical bar next,2783.95,15.85,2027-03-02
574,Order,8982.06,1595.74,2027-03-26
575,Where himself quite,2456.2,982.24,2026-05-20
576,Foreign property,3654.76,2591.62,2027-01-11
577,You,2691.53,384.84,2027-03-05
578,Especially religious sell meet,6147.03,1198.49,2026-05-25
579,Coach two,4159.7,3333.87,2026-07-06
580,Power blue,2215.64,1364.56,2027-01-26
581,Real remain central,8363.25,528.78,2026-06-05
582,Person house free,8046.92,6956.34,2026-11-05
583,Treatment run,4512.6,1778.72,2026-05-19
584,Test ready he,8491.25,1806.19,2027-03-13
585,Glass agree,1482.8,606.42,2027-03-17
586,Short receive conference,1842.14,1027.28,2026-04-28
587,Miss himself behind,8387.34,640.2,2026-05-03
588,Stock able deep,7088.68,6477.74,2027-02-16
589,Movement happen station,1684.1,1628.94,2026-10-25
590,Expect resource goal,8036.61,6578.66,2026-10-21
591,Away person animal,2885.98,1946.87,2027-01-04
592,Key second wrong,7563.97,5264.66,2026-10-09
593,Pay ask civil without,9327.29,3999.34,2027-02-25
594,Serious consider,1028.57,927.43,2026-10-22
595,Live identify memory,1829.18,827.33,2027-01-08
596,Day ability class represent,4262.01,1004.23,2027-02-03
597,Risk happy tend decision,1697.57,1442.68,2026-11-28
598,Black,7179.12,6675.39,2026-06-28
599,President size,6559.53,3876.18,2026-08-11
600,Current figure measure,8160.48,4875.02,2027-03-21
601,Almost law fight,3426.1,64.2,2027-02-15
602,Half great,9533.36,1586.87,2026-09-09
603,How foreign deep,7242.17,3450.85,2026-08-05
604,Professor grow real,5234.41,111.81,2026-10-04
605,Return here,8038.0,7267.37,2026-05-24
606,Parent bag,9210.26,5405.58,2026-11-29
607,Standard article that,4663.51,3844.32,2027-01-18
608,North scene evidence,2298.16,798.76,2026-06-30
609,Tv never,2080.24,731.0,2026-05-07
610,Own,9083.04,3082.54,2027-03-25
611,Red blood information,1388.28,329.55,2026-10-11
612,Throughout professor make Democrat,8941.23,3501.57,2026-07-07
613,Fish best,6531.35,4411.28,2026-06-18
614,Until each,1097.97,133.08,2026-05-27
615,Capital,1771.91,684.6,2027-01-15
616,Time positive,3838.36,3717.38,2026-10-23
617,Purpose type employee series,9319.62,466.36,2027-01-31
618,Ready production,2248.94,666.08,2026-05-30
619,Pressure size idea,3612.8,882.83,2027-02-12
620,Line clear decade,6948.1,6832.21,2026-07-06
621,East campaign,9697.12,3319.37,2026-08-28
622,Service deep may,2365.41,78.92,2027-02-08
623,My expect sister,8113.28,5257.11,2026-09-14
624,Try pass,9497.34,5266.73,2026-06-02
625,Single response,2978.01,2842.58,2026-10-18
626,Find law,9565.46,1215.32,2026-04-10
627,Sense young together us,4317.54,2466.9,2026-11-02
628,Police animal,9707.0,6244.8,2026-06-28
629,Hundred throw section,2624.46,566.79,2026-06-26
630,Put development artist class,3119.89,1899.36,2027-01-04
631,Cold full skill,1550.43,1504.4,2026-08-07
632,Guy television,8838.83,2496.28,2027-02-10
633,Commercial receive,6996.07,4304.32,2026-05-18
634,Game,2062.24,1244.72,2026-07-23
635,Agreement fast upon,5316.96,1730.38,2027-02-04
636,Cultural during,2051.54,28.1,2026-04-06
637,Impact shake,7393.41,1682.87,2026-05-23
638,Foreign most,8272.98,2311.05,2027-02-25
639,Report various,3104.18,2412.89,2026-04-17
640,Together glass need,4077.2,3145.48,2026-10-28
641,Rather guy commercial,4763.52,3649.0,2026-11-28
642,Early kitchen,2207.14,2077.41,2026-11-15
643,Why will maintain,2865.67,141.41,2026-12-03
644,Difficult reach law,5148.87,1491.23,2026-05-24
645,Rock garden prove yourself,1392.8,76.6,2026-04-19
646,Pass can,7817.95,4011.91,2026-06-19
647,Relate little,8453.42,5673.67,2026-07-22
648,Two instead,8487.58,8121.08,2026-09-15
649,Speech debate,7620.43,2795.57,2026-04-14
650,Our physical size,9217.63,2349.06,2026-07-09
651,Seven nor,7281.58,3213.84,2026-06-26
652,Education leg,3861.11,1607.1,2026-07-14
653,Blue help I,3731.76,3564.46,2026-10-09
654,Lead score,1656.74,259.62,2027-01-18
655,Wide between,9886.08,4311.53,2026-07-06
656,Them baby suggest,7217.43,2518.86,2026-05-16
657,Statement police him,2604.3,252.5,2026-11-22
658,Cup close,7904.07,858.71,2027-02-13
659,Easy least,5524.57,678.22,2026-06-22
660,Order fight,6133.8,5312.21,2026-06-17
661,Later new,8057.73,7752.46,2026-04-15
662,Show usually,1571.69,45.08,2026-11-19
663,She bag participant,3015.36,47.48,2026-12-01
664,Practice matter,3861.05,3203.19,2026-08-26
665,Account there read,2331.52,2115.24,2026-10-11
666,Enter rule,6755.59,2484.46,2026-04-28
667,Nice audience war,8591.31,2332.6,2026-05-17
668,Everything particular significant record,2148.65,1201.86,2026-05-15
669,Detail nothing,2086.23,1246.16,2026-08-29
670,Work social amount serious,5458.2,567.07,2027-03-12
671,Ok far difference,5184.12,3652.92,2026-12-13
672,Laugh dream,2110.05,346.46,2026-04-14
673,Spring serious,7135.13,3337.34,2026-12-01
674,Open piece off,7565.13,4315.77,2027-01-26
675,Simple central,8589.96,6391.8,2026-07-31
676,Hand teacher,5540.88,3763.96,2026-04-04
677,Enter eat,9213.61,3735.39,2026-10-07
678,Modern air field,8746.06,4145.18,2026-04-11
679,We wife,6180.54,378.92,2026-11-06
680,Window either think,9981.92,3976.48,2026-07-27
681,Blood tonight organization who,7638.71,7081.57,2026-10-05
682,Cut wife machine,8855.66,2376.42,2027-02-06
683,Sure word,9633.35,8192.24,2026-09-07
684,Man,5363.96,5026.64,2027-03-11
685,Discuss sure,9289.86,1453.49,2027-02-20
686,Prevent seek usually,6409.3,5940.01,2027-03-14
687,Feel,2740.27,2648.14,2027-03-26
688,Cut defense see,5288.04,4039.33,2026-05-03
689,Seat,2654.36,343.59,2026-07-16
690,Threat friend number,6929.8,2763.85,2026-10-01
691,Raise friend attention,4021.29,3430.16,2026-06-07
692,Direction,2355.58,1400.14,2026-07-13
693,Alone matter particularly,8709.55,5009.91,2027-03-06
694,Sell trial senior,8286.23,8011.98,2026-07-01
695,Add,4146.86,3401.49,2026-05-09
696,Drop example think,5049.54,3090.43,2027-03-22
697,Science box enough,6115.26,5579.41,2027-01-11
698,Key single,3732.18,992.38,2026-07-07
699,Safe,4592.09,3183.78,2026-05-17
700,Role improve,4064.69,541.14,2026-11-22
701,State perform,1447.97,31.22,2027-01-01
702,Administration suddenly,1103.43,743.82,2026-10-28
703,Factor system often,9017.16,1780.29,2026-04-18
704,Game toward,1677.5,474.4,2026-12-19
705,Tell,7145.38,3889.75,2026-05-21
706,Measure design rise,9216.54,8829.88,2026-08-22
707,Leader understand,9678.57,9175.18,2027-01-03
708,Strategy herself stand,2556.36,1671.3,2026-08-05
709,Similar particular,6625.42,4484.43,2026-11-18
710,Together open threat structure,6285.29,3088.16,2027-02-21
711,Be matter,6259.72,4618.74,2027-02-21
712,Difference accept seven,9795.33,4941.65,2027-02-12
713,Authority girl,3571.68,2826.26,2027-03-29
714,Security issue current,7529.8,7260.46,2026-12-05
715,Ever travel,6059.44,5239.91,2026-04-05
716,Tv,8005.32,3374.39,2026-05-06
717,Network reveal none,4942.1,778.16,2026-10-23
718,Nice people,4010.91,3457.96,2026-06-21
719,Save husband surface,8424.79,1567.76,2026-08-12
720,Wind police,8429.58,1321.49,2026-08-18
721,Benefit piece,5187.53,5051.18,2026-09-22
722,Letter play science,5801.86,649.94,2026-04-06
723,Want first federal special,2105.36,948.64,2026-12-01
724,Have administration card each,2045.49,405.53,2026-07-28
725,Someone television,6406.85,2550.62,2026-05-22
726,Pick decade truth,6843.69,2936.25,2026-04-20
727,Identify long natural,6369.91,5.26,2027-03-06
728,Raise Republican,3288.16,589.66,2026-04-14
729,Your many fund,8393.28,5510.45,2026-08-07
730,Sit,1025.84,907.49,2026-06-21
731,Simply film,8876.04,4298.91,2026-04-15
732,Must lawyer,7036.1,6957.47,2026-05-18
733,Amount owner,8105.33,3947.8,2027-02-13
734,Relate,5661.93,4448.06,2027-03-02
735,Opportunity outside air soon,9489.97,3435.01,2026-11-29
736,Answer hair,8715.62,5100.96,2027-03-10
737,Six follow,8260.68,62.22,2027-01-19
738,Might few own,2375.96,1919.4,2027-01-27
739,Provide guy stock,5092.14,818.82,2027-03-23
740,Head system,5331.5,5112.35,2027-01-29
741,Without action,6257.88,2974.26,2026-05-08
742,Resource almost,6845.25,4540.96,2026-06-17
743,Thought remain lead,9860.41,7282.26,2026-07-28
744,Certainly type air evening,9065.6,3781.76,2026-08-23
745,Draw partner although,2779.37,168.63,2026-06-21
746,Outside same order,6118.96,5376.78,2026-05-10
747,Bar,5920.67,5165.42,2026-11-22
748,For PM,1294.75,802.77,2026-08-02
749,Enough single building,4464.33,2280.09,2027-02-18
750,Raise skin,3377.09,2130.71,2027-03-12
751,Free language,8215.67,6237.81,2026-06-14
752,Any capital,2142.51,1777.62,2027-01-26
753,Like leader health,9931.82,3188.01,2026-10-17
754,Cause feel bag,1664.19,228.91,2026-06-19
755,Know possible Congress,7390.32,3675.92,2026-11-24
756,End fast represent wear,1654.56,221.49,2026-05-28
757,Away,9019.31,8276.02,2026-04-11
758,Local investment,1909.56,26.36,2027-02-20
759,Or have,4982.71,1405.08,2026-04-22
760,Drop military beat,7522.52,1351.3,2026-11-06
761,Anyone,5227.54,4171.01,2026-10-21
762,Actually guess continue,6819.26,5805.89,2027-01-02
763,Again manager,2923.25,2624.0,2026-08-02
764,Its movement bring,5927.75,1820.25,2026-10-02
765,Language couple administration,4013.82,2019.47,2026-10-14
766,Girl,4690.45,2484.68,2027-01-17
767,Plan window,5425.42,5176.17,2027-03-31
768,Drug outside then,1753.61,437.59,2027-01-23
769,Cost over born,6313.13,5492.8,2026-05-02
770,President weight task,8293.36,1920.24,2026-12-14
771,Second more recent,6729.5,5202.97,2027-02-16
772,Look enough,6402.41,1857.08,2026-08-31
773,Production their approach,9854.33,93.54,2026-05-05
774,Material very within,8405.9,2564.32,2026-12-06
775,Cell play spend,2079.95,372.45,2026-07-27
776,Often back positive,1173.67,423.95,2027-03-23
777,Future economy any,6972.48,5443.99,2026-08-15
778,Expect ever,9469.98,4856.4,2027-01-23
779,Management detail remember,1492.47,1447.13,2026-11-09
780,Too security,1547.22,1278.7,2026-05-07
781,Himself letter enjoy challenge,2108.7,1683.23,2026-09-17
782,Use notice,9428.61,260.1,2026-05-02
783,Professor attention,3297.08,2536.67,2027-02-03
784,Say data choice,4376.83,3672.59,2026-07-15
785,Thought until cause professor,1254.22,985.47,2027-03-27
786,Family positive song,6614.87,1507.23,2027-02-09
787,Probably me,7924.16,4164.09,2027-03-12
788,Future deal color,6189.12,57.83,2026-08-02
789,Whom police social,4940.67,3333.65,2026-04-03
790,Hand morning,4384.44,1734.68,2026-10-06
791,Win certainly,3296.09,1519.32,2027-01-07
792,Lot like,8051.32,3257.54,2027-02-11
793,Edge full,2299.43,1191.08,2026-07-02
794,Very act baby,5865.47,5368.56,2026-08-25
795,Improve budget as,2075.23,1712.57,2026-12-28
796,Reveal,1068.33,573.25,2027-03-08
797,Pattern result,1893.7,672.01,2026-10-14
798,Drive,4578.09,2515.74,2026-11-01
799,Media level executive,1623.22,86.77,2027-02-16
800,Various dog,1984.18,1110.57,2026-10-22
801,Drug hit,9820.65,5213.44,2026-10-03
802,Sound ball television bed,3443.08,369.4,2026-09-06
803,Manager than,6375.34,1076.39,2027-02-12
804,I step song,5110.25,2895.94,2027-01-11
805,Player garden,9183.94,7977.29,2026-10-09
806,Between capital sign,7035.47,977.04,2026-08-01
807,Still,7938.9,6354.2,2026-11-06
808,Upon the could,7741.49,3195.67,2027-02-24
809,Eat pressure,2552.48,791.19,2027-02-12
810,Oil step reflect total,3889.47,462.19,2026-07-04
811,Those assume,4166.48,1073.28,2026-04-25
812,Must nice worry,9454.43,4113.35,2026-08-31
813,Better mother concern,5823.66,4416.78,2026-06-20
814,Thousand need,9508.37,1182.63,2026-09-16
815,Statement on product,3098.15,1665.99,2026-11-29
816,Billion term,4050.93,1219.03,2027-01-27
817,Think while,2836.16,597.08,2027-01-27
818,Office box,3073.12,2465.93,2026-05-06
819,Human health,3510.16,2971.91,2026-07-18
820,My south I,5468.14,1178.58,2027-01-26
821,Successful down,6500.23,5047.98,2027-03-22
822,Minute same speak,2423.74,60.41,2027-02-11
823,Officer note mind,7874.33,6246.77,2026-10-09
824,Tree meeting,7925.03,1416.42,2027-02-18
825,Growth note friend week,7561.22,1507.63,2026-05-28
826,Suggest why environment,5830.88,3687.27,2026-11-20
827,Throughout site skin,1236.91,1042.48,2026-08-06
828,Spring hope,1325.53,328.41,2027-02-12
829,Which response set,6905.9,2729.87,2026-09-21
830,Management system work,2000.44,1301.14,2026-06-10
831,Agency,8590.18,5234.7,2026-09-14
832,Really from respond,2659.08,828.92,2027-02-08
833,Occur best each,9007.13,5606.47,2026-04-13
834,Risk drive,1253.17,957.65,2026-10-22
835,Customer both,1442.04,1014.27,2026-07-08
836,Much ago president,1663.94,1363.13,2026-06-11
837,Mind large similar,6102.39,1800.61,2026-07-27
838,Ball expert,3017.35,2157.73,2026-07-28
839,Make season,9033.69,3485.53,2026-10-07
840,Relationship,8176.66,2491.26,2027-01-02
841,Reach player subject,8883.19,5627.62,2026-06-06
842,Star change reflect,5238.85,705.94,2026-09-27
843,Create create notice family,2818.5,1973.6,2026-11-09
844,Worry traditional,3328.23,1950.18,2026-12-19
845,Husband role,2892.05,2082.93,2026-11-29
846,White such,8278.64,2765.98,2026-09-29
847,Difference return let,1932.43,1604.95,2027-01-21
848,Could they officer,4484.54,4175.48,2026-05-10
849,Space sell serious,1056.23,802.62,2026-09-12
850,News piece beautiful,1232.36,156.14,2026-11-09
851,Positive answer point,7305.34,1647.5,2026-04-14
852,Soldier very,3908.48,345.46,2026-11-29
853,Physical article whether,1321.83,5.04,2027-01-24
854,Notice tonight my,5726.75,5588.93,2026-12-10
855,Red run treat find,3811.59,1794.4,2026-05-17
856,Maybe stay along,1967.35,247.89,2026-10-05
857,Interest glass,9701.97,277.3,2027-03-20
858,Themselves its,5090.47,3191.26,2026-08-19
859,Our thing,6054.51,1790.6,2027-01-21
860,Conference as organization,8028.38,1918.49,2026-10-16
861,Direction,9538.6,2973.28,2026-07-02
862,Manager avoid,4380.93,3004.59,2026-11-14
863,Figure you land,8058.72,5814.28,2026-05-31
864,Accept information,3661.55,3653.5,2026-08-14
